source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/mike-davis/article-iii-project-founder-mike-davis-suggests-leading-voting-rights-lawyer-being
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_RU1WYR7X70QjhvL62_lE-Mmsn10zn8D85_M4ztVfCCs.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/jack-smith-said-trump-fabricated-2020-noncitizen-voting-claims-theyre-center-rights-2024
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/watch-rachel-maddow-explain-threat-donald-trump-poses-journalists-and-news-outlets
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-spread-falsehoods-about-minnesotas-abortion-law-after-trumps-poor-debate
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/greg-kelly/even-though-trump-18-years-older-harris-newsmaxs-greg-kelly-claims-theres-not
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cnns-scott-jennings-defends-donald-trump-criticism-reportedly-praising-hitler
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/project-2025-architect-president-trump-all-people-would-agree-project-2025-service
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/how-fox-news-personalities-reacted-bret-baiers-interview-kamala-harris
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-has-long-downplayed-impacts-overturning-roe
https://www.mediamatters.org/	https://www.mediamatters.org/antisemitism/gop-backed-house-nominee-lily-tang-williams-posted-false-claim-jewish-people-gave
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/steven-crowder-apparently-partnering-true-vote-scoop-drop-box
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/watch-chris-hayes-highlight-fox-news-deceptive-editing-interviews-kamala-harris-and-donald
https://www.mediamatters.org/	https://www.mediamatters.org/january-6-insurrection/how-fox-dismissing-unsealed-trump-filing
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/project-2025-allies-are-organizing-steal-election
https://www.mediamatters.org/	https://www.mediamatters.org/diversity-discrimination/california-gop-endorses-commentator-thomas-cole-who-called-another-crusade
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/jd-vance/alex-jones-claims-democrats-are-going-start-race-war-and-says-he-has-discussed-it-jd-vance
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/national-tv-news-media-aired-b-roll-scenes-us-southern-border-immigration-segments
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/conservative-election-integrity-activists-are-call-racially-profiling
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/angelo-carusone/deadline-white-house-angelo-carusone-details-how-project-2025-lays-bedrock
https://www.mediamatters.org/	https://www.mediamatters.org/bret-baier/three-damning-facts-about-foxs-bret-baier
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/there-no-fox-news-side-wednesdays-trump-and-harris-events-prove-it
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_LoDFbyOO8C_G18tTgc4mBQdNPMrAq44nY1k2dtNBRzM.css
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/inside-project-2025s-attack-reproductive-rights
https://www.mediamatters.org/	https://www.mediamatters.org/outkick/right-wing-media-falsely-suggest-donald-trump-chartered-plane-nelson-mandela-out-goodness
https://www.mediamatters.org/	https://www.mediamatters.org/cnbc/cnbcs-squawk-box-reports-conservative-studies-showing-trumps-tariffs-would-amount-one-biggest
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/greg-gutfeld-says-integrity-election-doubt
https://www.mediamatters.org/	https://www.mediamatters.org/google/officials-have-begged-people-not-spread-misinformation-about-hurricane-helene-youtube-has
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/qanon-conspiracy-theory/qanon-influencer-ties-michael-flynn-says-conspiracy-theorists-will-become
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/new-analysis-shows-trump-would-devastate-social-securitys-finances-debunking-maga-talking
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/fox-anchor-maria-bartiromo-has-spread-conspiracy-theory-about-voting
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/msnbcs-chris-hayes-fox-news-political-campaign-arm-trump-campaign
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/broadcast-news-shows-and-print-outlets-largely-ignored-gen-milley-calling-trump
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/laura-loomer/trump-ally-laura-loomer-im-blacker-kamala-harris
https://www.mediamatters.org/	https://www.mediamatters.org/greg-kelly/newsmaxs-greg-kelly-supports-trumps-enemy-within-comment-he-has-every-right-say-believe
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/definitive-guide-project-2025
https://www.mediamatters.org/	https://www.mediamatters.org/hurricanes/hurricane-milton-grows-so-do-conspiracy-theories-falsely-attributing-hurricanes-weather
https://www.mediamatters.org/	https://www.mediamatters.org/tim-walz/right-wing-media-attack-tim-walz-his-support-gun-safety-ignoring-horrific-mass-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/rss.xml
https://www.mediamatters.org/	https://www.mediamatters.org/hurricanes/it-takes-bubble
https://www.mediamatters.org/	https://www.mediamatters.org/tiktok/tiktok-shop-selling-black-market-ozempic-performance-enhancement-drugs-and-cosmetic-filler
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/jesse-watters/jesse-watters-accuses-kamala-harris-giving-black-guys-20000-welfare-checks
https://www.mediamatters.org/	https://www.mediamatters.org/#rss
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/trump-scheduled-address-right-wing-media-prophets-and-pastors-who-claim-hes-anointed
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/#narrative
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/heritage-foundations-hans-von-spakovsky-uses-absentee-ballot-returns
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/major-papers-are-giving-trumps-jan-6-indictment-dramatically-less-attention-they-did
https://www.mediamatters.org/	https://www.mediamatters.org/social-security/broadcast-networks-evening-shows-ignored-report-showing-trumps-policies-would
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/team-trump-backed-event-mark-robinson-compares-himself-fighting-news-media-allied
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/libs-tiktok/bomb-threats-follow-libs-tiktoks-campaign-against-planet-fitness
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/project-2025-and-heritage-foundation-president-kevin-roberts-views-climate-are
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/qanon-conspiracy-theorist-scott-presler-says-he-working-directly-lara
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-senior-medical-analyst-marc-siegel-suggests-clockwork-orange-style
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/bud-light-treatment-366-days-outrage-over-one-beer-can
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/fox-news-medical-contributor-attacks-affordable-care-act-and-kamala-harris-goal-extent
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-responds-atlanta-shooting-calling-guys-guns-inside-schools
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://regex101.com/	https://regex101.com/static/23.b2a0855ed5fe212190ae.css
https://regex101.com/	https://regex101.com/settings/general
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_landscape.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_portrait.png
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com/static/vendors-accountPage-quickref.5d4bdd75b0bc52041d5e.chunk.js
https://regex101.com/	https://fonts.googleapis.com
https://regex101.com/	https://regex101.com/static/assets/icon-192.png
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-120.png
https://regex101.com/	https://regex101.com/static/assets/icon-16.png
https://regex101.com/	https://regex101.com/static/assets/icon-96.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/quiz
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_portrait.png
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_landscape.png
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_landscape.png
https://regex101.com/	https://regex101.com/static/quickref.8ea2e6253065d00e7b2a.chunk.js
https://regex101.com/	https://turnonjs.com
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-60.png
https://regex101.com/	https://regex101.com/static/assets/icon-76.png
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-152.png
https://regex101.com/	https://regex101.com/static/67.7a08e53f4cbe0280b2fa.css
https://regex101.com/	https://digidib.dev/docs/regex101/sponsors/
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_landscape.png
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_landscape.png
https://regex101.com/	https://regex101.com
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-32.png
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/account/mine
https://regex101.com/	https://regex101.com/codegen?language=php
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_landscape.png
https://regex101.com/	http://browsehappy.com/
https://regex101.com/	https://regex101.com/static/assets/icon-144.png
https://regex101.com/	https://fonts.gstatic.com
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_portrait.png
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_portrait.png
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
